Local Authority Asset Number,Street Name,Ward Name,Postcode,Description,Switch Regime,Wattage,Lamp Type,Column Type,Column Height,Heritage Status,Install Date,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Organisation URI,Last Uploaded
523,CLARENCE WAY,Haverstock,NW1 8DP,O/S SCHOOL,35/18,60,Generic LED Lighting,Lighting Column,500,Yes,31/12/2021,528584,184434,-0.147101,51.544164,POINT (-0.147101 51.544164),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
262632,TOTTENHAM COURT ROAD,Bloomsbury,W1T 7RQ,OUTSIDE 263,35/18,178,Generic LED Lighting,Lighting Column,1000,No,01/01/2019,529806,181438,-0.130593,51.51696,POINT (-0.130593 51.51696),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
244543,DARTMOUTH PARK AVENUE,Highgate,NW5 1JL,BY NO.37,35/18,29,Generic LED Lighting,Lighting Column,600,No,31/12/2021,528907,186409,-0.141723,51.56184,POINT (-0.141723 51.56184),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
245452,FERDINAND STREET,Haverstock,NW1 8DQ,S/O NO. 1,35/18,99,Cosmopolis,Lighting Column,800,No,,528442,184505,-0.149122,51.544835,POINT (-0.149122 51.544835),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
251282,BALDWIN'S GARDENS,Holborn and Covent Garden,EC1N 7AB,OPP MAWSON HOUSE,35/18,56,Generic LED Lighting,Lighting Column,500,No,24/11/2023,531206,181821,-0.110285,51.520079,POINT (-0.110285 51.520079),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
20974,VALE OF HEALTH,Hampstead Town,NW3 1AZ,O/S CHESTNUT COTTAGE,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,28/02/2022,526442,186452,-0.177249,51.562783,POINT (-0.177249 51.562783),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
1362,LUTTON TERRACE,Hampstead Town,NW3 1HB,,35/18,39,Generic LED Lighting,Wall Light,,,31/10/2021,526496,185863,-0.176682,51.557478,POINT (-0.176682 51.557478),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
250767,SOUTHAMPTON ROW,Holborn and Covent Garden,WC1B 4AF,ON OLD TRAM SUBWAY,35/18,26,Generic LED Lighting,Lighting Column,500,Yes,24/11/2023,530472,181666,-0.120915,51.518856,POINT (-0.120915 51.518856),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
245267,ATHLONE STREET,Haverstock,NW5 4RB,OPPOSITE LEONARD DAY HOUSE,35/18,48,Generic LED Lighting,Lighting Column,500,No,31/12/2021,528560,184917,-0.147271,51.54851,POINT (-0.147271 51.54851),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
250007,ROSEBERY AVENUE,Holborn and Covent Garden,EC1R 5DQ,O/S 168,35/18,152,Generic LED Lighting,Lighting Column,800,No,24/11/2023,531058,182016,-0.112344,51.521866,POINT (-0.112344 51.521866),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
249271,MALET STREET,Bloomsbury,WC1E 7JN,O/S DILKE HSE,35/18,107,Generic LED Lighting,Lighting Column,800,No,21/10/2000,529729,182044,-0.131479,51.522424,POINT (-0.131479 51.522424),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
247606,AGAR GROVE,Camden Square,NW1 9TL,OUTSIDE 96,35/18,60,Generic LED Lighting,Lighting Column,800,No,31/12/2021,529794,184354,-0.129691,51.543169,POINT (-0.129691 51.543169),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
247753,CAMDEN SQUARE,Camden Square,NW1 9XA,OUTSIDE 34,35/18,60,Generic LED Lighting,Lighting Column,800,No,31/12/2021,529689,184551,-0.131132,51.544963,POINT (-0.131132 51.544963),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
246775,ARLINGTON ROAD,Camden Town,NW1 7HE,J/W JAMESTOWN ROAD,35/18,104,LED Street Lights,Lighting Column,800,Yes,31/12/2021,528716,183990,-0.145361,51.540144,POINT (-0.145361 51.540144),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
241761,KINGSGATE ROAD,Kilburn,NW6 4TD,O/S 29,35/18,42,Generic LED Lighting,Lighting Column,600,No,31/12/2021,525254,184037,-0.195238,51.541345,POINT (-0.195238 51.541345),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
255059,CANFIELD PLACE,Holborn and Covent Garden,WC2H 9LL,O/S 1,35/18,39,Generic LED Lighting,Wall Light,,,,529974,181069,-0.128309,51.513606,POINT (-0.128309 51.513606),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
244970,RAYDON STREET,Highgate,N19 5TZ,OPPOSITE THE SIDE OF SHOPS,35/18,86,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528747,186659,-0.143938,51.564123,POINT (-0.143938 51.564123),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
248816,PANCRAS ROAD,St Pancras and Somers Town,NW1 1UA,OPP ST PANCRAS WAY,35/18,86,Generic LED Lighting,Lighting Column,1000,No,29/11/2023,529617,183480,-0.132564,51.535355,POINT (-0.132564 51.535355),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
244647,GROVE TERRACE,Highgate,NW5 1PH,O/S NO 21,35/18,66,Generic LED Lighting,Lighting Column,400,Yes,,528502,186001,-0.147711,51.558265,POINT (-0.147711 51.558265),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
243329,PARLIAMENT HILL,Hampstead Town,NW3 2SY,O/S 1,35/18,31,Generic LED Lighting,Lighting Column,500,No,31/12/2021,527305,185700,-0.165077,51.555831,POINT (-0.165077 51.555831),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
259933,VINE HILL,Holborn and Covent Garden,EC1R 5DZ,O/S 18,35/18,21,Generic LED Lighting,Wall Light,,,24/11/2023,531150,182106,-0.110985,51.522653,POINT (-0.110985 51.522653),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
485,MAITLAND PARK VILLAS,Haverstock,NW3 2EX,BY 23-28,35/18,42,Generic LED Lighting,Lighting Column,800,No,10/02/1975,527962,184749,-0.155952,51.547136,POINT (-0.155952 51.547136),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
244985,RODERICK ROAD,Gospel Oak,NW3 2HP,OUTSIDE 18A,35/18,21,Generic LED Lighting,Lighting Column,600,No,31/12/2021,527837,185456,-0.157497,51.553518,POINT (-0.157497 51.553518),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
247713,CAMDEN HIGH STREET,Camden Town,NW1 8QR,O/S 204,35/18,54,Generic LED Lighting,Lighting Column,1000,No,10/02/1975,528828,184016,-0.143738,51.540352,POINT (-0.143738 51.540352),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
241572,GRANGEWAY,Kilburn,NW6 4LB,O/S TENNIS COURT,35/18,29,Generic LED Lighting,Lighting Column,500,No,31/12/2021,525058,184190,-0.198008,51.542763,POINT (-0.198008 51.542763),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
258196,PANCRAS ROAD,St Pancras and Somers Town,N1C 4AL,PANCRAS ROAD TUNNEL,35/18,,,Wall Light,,,,529958,183326,-0.127707,51.533893,POINT (-0.127707 51.533893),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
250809,VERNON PLACE,Bloomsbury,WC1A 2RA,BY BANK J/W SOUTHAMPTON ROW,35/18,152,Generic LED Lighting,Lighting Column,800,No,24/11/2023,530441,181672,-0.12136,51.518917,POINT (-0.12136 51.518917),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
240732,HONEYBOURNE ROAD,West Hampstead,NW6 1JJ,S/O NO. 2,35/18,50,Generic LED Lighting,Lighting Column,500,No,,525588,185069,-0.190056,51.550545,POINT (-0.190056 51.550545),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
246328,KENTISH TOWN ROAD,Kentish Town South,NW5 2AB,O/S 238,35/18,106,Generic LED Lighting,Lighting Column,800,Yes,,528999,184996,-0.140914,51.54912,POINT (-0.140914 51.54912),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
253223,ROYAL COLLEGE STREET,Kings Cross,NW1 0TA,AT J/W BAYNES ST,Continuous,15,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,,529262,184083,-0.137458,51.540855,POINT (-0.137458 51.540855),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
244557,DARTMOUTH PARK ROAD,Highgate,NW5 1SU,OUTSIDE 15,35/18,42,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528653,185991,-0.145538,51.558141,POINT (-0.145538 51.558141),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
252946,WESTBERE ROAD,Fortune Green,NW2 3RT,S/O HAMPSTEAD SCHOOL,Continuous,15,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,10/02/1999,524329,185536,-0.20804,51.555021,POINT (-0.20804 51.555021),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
247719,CAMDEN MEWS,Camden Square,NW1 9XE,SIDE OF 64,35/18,56,Generic LED Lighting,Lighting Column,500,No,31/12/2021,529479,184476,-0.134187,51.544337,POINT (-0.134187 51.544337),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
248444,CAMLEY STREET,Camden Square,N1C 4PG,OPPOSITE 128,35/18,34,LED Street Lights,Lighting Column,600,No,,529654,184201,-0.131766,51.541826,POINT (-0.131766 51.541826),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
245246,ALMA STREET,Kentish Town South,NW5 3DJ,OUTSIDE 23,35/18,51,Generic LED Lighting,Lighting Column,500,No,03/11/2023,528813,184888,-0.143635,51.548192,POINT (-0.143635 51.548192),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
247290,STANHOPE STREET,Regents Park,NW1 3ER,OPP. PANGBOURNE,35/18,56,Generic LED Lighting,Lighting Column,800,No,24/11/2023,529069,182540,-0.140805,51.527033,POINT (-0.140805 51.527033),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
241361,CANFIELD GARDENS,South Hampstead,NW6 3EE,O/S 100,35/18,42,Generic LED Lighting,Lighting Column,600,No,24/12/2023,525700,184362,-0.188694,51.544166,POINT (-0.188694 51.544166),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
249390,TAVISTOCK SQUARE,Bloomsbury,WC1H 9NA,BY 7-12,35/18,152,Generic LED Lighting,Lighting Column,800,No,24/11/2023,529932,182369,-0.128435,51.525298,POINT (-0.128435 51.525298),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
545,CHALK FARM ROAD,Haverstock,NW1 8ER,FRONT OF THE CROWNDALE PUB,35/18,86,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528453,184346,-0.149021,51.543403,POINT (-0.149021 51.543403),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
1421,LOWER TERRACE,Hampstead Town,NW3 6RF,OPP POND,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,31/10/2021,526246,186249,-0.180148,51.561003,POINT (-0.180148 51.561003),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
248724,GRANARY STREET,St Pancras and Somers Town,NW1 0NF,OPP HOSPITAL BUILDING,35/18,41,LED Street Lights,Lighting Column,800,No,,529748,183669,-0.130607,51.537023,POINT (-0.130607 51.537023),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
245852,SOUTHAMPTON ROAD,Gospel Oak,NW3 2YU,OUTSIDE ALLEYWAY,35/18,93,Generic LED Lighting,Lighting Column,800,No,,527888,185178,-0.156862,51.551009,POINT (-0.156862 51.551009),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
247035,MORNINGTON STREET,Regents Park,NW1 7QB,BY 30- 53,35/18,48,Generic LED Lighting,Lighting Column,800,No,24/11/2023,528911,183391,-0.14277,51.534716,POINT (-0.14277 51.534716),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
1233,PERRIN'S LANE,Hampstead Town,NW3 6NU,J/W HEATH ST,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,31/08/2021,526401,185606,-0.178144,51.55519,POINT (-0.178144 51.55519),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
1093,BALMORE STREET,Highgate,N19 5DA,O/S NO 3,35/18,29,Generic LED Lighting,Lighting Column,600,No,31/12/2021,528916,186609,-0.14152,51.563635,POINT (-0.14152 51.563635),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
246203,CAVERSHAM ROAD,Kentish Town South,NW5 2DS,FRONT OF N 70,35/18,86,Generic LED Lighting,Lighting Column,800,No,31/12/2021,529390,184936,-0.1353,51.548492,POINT (-0.1353 51.548492),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
240494,AJAX ROAD,Fortune Green,NW6 1EA,SIDE OF 2,35/18,50,Generic LED Lighting,Lighting Column,500,No,11/12/1965,525091,185451,-0.197085,51.554089,POINT (-0.197085 51.554089),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
251493,KIRBY STREET,Holborn and Covent Garden,EC1N 8TE,O/S 31-35,35/18,29,Generic LED Lighting,Lighting Column,500,No,24/11/2023,531403,181843,-0.107439,51.520231,POINT (-0.107439 51.520231),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
249775,GOUGH STREET,Holborn and Covent Garden,WC1X 0HH,2 ND FROM ELM STREET,35/18,48,Generic LED Lighting,Lighting Column,800,No,24/11/2023,530982,182185,-0.113376,51.523402,POINT (-0.113376 51.523402),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
241553,GOLDHURST TERRACE,South Hampstead,NW6 3QX,OPP 3,35/18,42,Generic LED Lighting,Lighting Column,500,No,31/12/2021,526335,184582,-0.179463,51.546002,POINT (-0.179463 51.546002),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
243692,ADAMSON ROAD,Primrose Hill,NW3 3EU,O/S HAMPSTEAD THEATRE,35/18,48,Generic LED Lighting,Lighting Column,,,31/12/2021,526718,184362,-0.174022,51.543939,POINT (-0.174022 51.543939),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
248479,CHALTON STREET,St Pancras and Somers Town,NW1 1ES,O/S 100,35/18,31,Generic LED Lighting,Lighting Column,800,No,,529715,182992,-0.131332,51.530947,POINT (-0.131332 51.530947),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
246309,JEFFREY'S STREET,Camden Town,NW1 9PN,OPP N 5,35/18,42,Generic LED Lighting,Lighting Column,800,No,29/11/2018,529002,184303,-0.141125,51.542892,POINT (-0.141125 51.542892),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
246854,DELANCEY STREET,Regents Park,NW1 7NP,BY 15,35/18,106,Generic LED Lighting,Lighting Column,800,Yes,,528894,183595,-0.14294,51.536554,POINT (-0.14294 51.536554),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
249562,ARGYLE WALK,Kings Cross,WC1H 8HB,FRONT OF N 2,35/18,21,Generic LED Lighting,Lighting Column,600,No,24/11/2023,530249,182711,-0.123741,51.528299,POINT (-0.123741 51.528299),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
249459,WHITFIELD STREET,Bloomsbury,W1T 4EZ,S/O NO 8 HOWLAND ST,35/18,60,Generic LED Lighting,Lighting Column,800,No,31/08/2021,529360,181984,-0.136817,51.521969,POINT (-0.136817 51.521969),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
242436,KIDDERPORE GARDENS,Frognal,NW3 7SS,1 ST FROM FERNCROFT AVENUE,35/18,42,Generic LED Lighting,Lighting Column,500,No,31/12/2021,525530,185887,-0.190601,51.557909,POINT (-0.190601 51.557909),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
244914,MILLFIELD LANE,Highgate,N6 6JD,FRONT N 12,35/18,56,Generic LED Lighting,Lighting Column,600,No,31/12/2021,528066,186526,-0.153806,51.563083,POINT (-0.153806 51.563083),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
240772,IVERSON ROAD,West Hampstead,NW6 2HL,S/O NO. 204,35/18,56,Generic LED Lighting,Lighting Column,800,No,31/12/2021,525391,184775,-0.193001,51.547947,POINT (-0.193001 51.547947),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
249412,UNIVERSITY STREET,Bloomsbury,WC1E 6HX,J/W GOWER ST,35/18,56,Generic LED Lighting,Lighting Column,800,No,24/11/2023,529524,182196,-0.134376,51.523837,POINT (-0.134376 51.523837),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
244530,CROFTDOWN ROAD,Highgate,N19 5DH,BY BROOKFIELD SCHOOL,35/18,86,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528745,186601,-0.143988,51.563602,POINT (-0.143988 51.563602),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
245425,CROGSLAND ROAD,Haverstock,NW1 8BL,O/S 125-133,35/18,48,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528242,184586,-0.151975,51.545608,POINT (-0.151975 51.545608),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
250428,GREAT RUSSELL STREET,Bloomsbury,WC1B 3BA,BY 52-57,35/18,39,Generic LED Lighting,Lighting Column,600,Yes,24/11/2023,530151,181610,-0.12556,51.518427,POINT (-0.12556 51.518427),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
1473,FITZROY ROAD,Primrose Hill,NW1 8TY,FRONT OF N 44A,35/18,56,Generic LED Lighting,Lighting Column,800,No,31/10/2021,528035,183918,-0.155202,51.539652,POINT (-0.155202 51.539652),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
241941,BILLY FURY WAY,West Hampstead,NW6 1RZ,FOOTPATH FROM BLACKBURN RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,525684,184740,-0.18879,51.547567,POINT (-0.18879 51.547567),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
242533,MOUNT VERNON,Frognal,NW3 6XU,SIDE OF 110 FROGNAL,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,31/12/2021,526144,185851,-0.181761,51.557449,POINT (-0.181761 51.557449),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
240917,MILL LANE,Fortune Green,NW2 3NN,OPP 2A,35/18,65,Generic LED Lighting,Lighting Column,800,No,10/02/1975,524457,185050,-0.206366,51.550625,POINT (-0.206366 51.550625),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
249309,STEPHEN STREET,Bloomsbury,W1T 1QR,S/O NO 30 GRESSE ST,35/18,29,Generic LED Lighting,Lighting Column,500,No,24/11/2023,529631,181502,-0.13309,51.517576,POINT (-0.13309 51.517576),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
247177,PRINCESS ROAD,Primrose Hill,NW1 8JL,FRONT OF N 34,35/18,51,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528269,183879,-0.151843,51.539248,POINT (-0.151843 51.539248),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
243924,ELSWORTHY TERRACE,Primrose Hill,NW3 3DR,J/O ELSWORTHY ROAD L.H.S,35/18,51,Generic LED Lighting,Lighting Column,600,No,31/12/2021,527348,184047,-0.165056,51.540966,POINT (-0.165056 51.540966),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
249415,UPPER WOBURN PLACE,Bloomsbury,WC1H 0HT,BY PLAZA,35/18,152,Generic LED Lighting,Lighting Column,800,No,24/11/2023,529813,182511,-0.130097,51.526602,POINT (-0.130097 51.526602),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
262625,TOTTENHAM COURT ROAD,Bloomsbury,W1T 1HD,J/W HANWAY STREET,35/18,178,Generic LED Lighting,Lighting Column,1000,No,01/01/2019,529780,181461,-0.130959,51.517173,POINT (-0.130959 51.517173),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
249306,SHROPSHIRE PLACE,Bloomsbury,WC1E 6JA,ONLY LC IN ROAD,35/18,42,Generic LED Lighting,Lighting Column,500,No,24/11/2023,529497,182059,-0.134816,51.522612,POINT (-0.134816 51.522612),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
242515,MARESFIELD GARDENS,Belsize,NW3 5TD,OPP NO 53,35/18,42,Generic LED Lighting,Lighting Column,600,No,31/12/2021,526444,185149,-0.177688,51.551073,POINT (-0.177688 51.551073),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
259912,LONG YARD,Holborn and Covent Garden,WC1N 3LU,1 ST FROM LAMB'S CONDUIT ST.,35/18,42,Generic LED Lighting,Wall Light,,,24/11/2023,530608,182119,-0.118789,51.522896,POINT (-0.118789 51.522896),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
245649,MALDEN ROAD,Haverstock,NW5 3HR,O/S NO 2,35/18,93,Generic LED Lighting,Lighting Column,800,No,10/02/1975,528330,184635,-0.150689,51.546028,POINT (-0.150689 51.546028),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
1144,ETON ROAD,Haverstock,NW3 4AY,J/O ETON VILLAS R.H.S,35/18,31,Generic LED Lighting,Lighting Column,600,No,31/08/2021,527830,184532,-0.157933,51.545216,POINT (-0.157933 51.545216),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
246718,ALBANY STREET,Regents Park,NW1 4DX,OPP LONGFORD STREET,35/18,152,Generic LED Lighting,Lighting Column,1000,No,24/11/2023,528828,182379,-0.144336,51.525641,POINT (-0.144336 51.525641),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
250395,ENDELL STREET,Holborn and Covent Garden,WC2H 9BQ,OPP 43,35/18,72,Generic LED Lighting,Lighting Column,800,No,,530209,181208,-0.124873,51.514801,POINT (-0.124873 51.514801),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
241525,GOLDHURST TERRACE,South Hampstead,NW6 3HY,O/S 13,35/18,42,Generic LED Lighting,Lighting Column,500,No,31/12/2021,526329,184557,-0.179558,51.545778,POINT (-0.179558 51.545778),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
241028,SOLENT ROAD,West Hampstead,NW6 1TY,S/O NO. 65,35/18,56,Generic LED Lighting,Lighting Column,600,No,31/12/2021,525101,185156,-0.197045,51.551435,POINT (-0.197045 51.551435),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
719,HOLLY WALK,Frognal,NW3 6RA,OPP PROSPECT PLACE,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,31/12/2021,526219,185751,-0.180716,51.556534,POINT (-0.180716 51.556534),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
244743,HIGHGATE WEST HILL,Highgate,N6 6NR,O/S NUMBER 97,35/18,56,Generic LED Lighting,Lighting Column,,,31/12/2021,528146,186586,-0.152631,51.563604,POINT (-0.152631 51.563604),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
246240,FALKLAND ROAD,Kentish Town North,NW5 2PU,BY 33,35/18,42,Generic LED Lighting,Lighting Column,500,No,31/12/2021,529138,185324,-0.13879,51.552036,POINT (-0.13879 51.552036),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
249696,CRESTFIELD STREET,Kings Cross,WC1H 8AT,FRONT OF CHURCH,35/18,68,Generic LED Lighting,Lighting Column,800,No,11/11/1999,530314,182897,-0.122736,51.529955,POINT (-0.122736 51.529955),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
244624,GORDON HOUSE ROAD,Highgate,NW5 1LZ,AT CROSSING,35/18,93,Generic LED Lighting,Lighting Column,800,No,,528396,185699,-0.149349,51.555576,POINT (-0.149349 51.555576),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
244007,FELLOWS ROAD,Primrose Hill,NW3 3LG,OPP NO 93,35/18,29,Generic LED Lighting,Lighting Column,600,No,31/12/2021,527173,184383,-0.167456,51.544025,POINT (-0.167456 51.544025),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
242386,HEATH DRIVE,Frognal,NW3 7SY,O/S 3,35/18,42,Generic LED Lighting,Lighting Column,600,No,31/12/2021,525523,185564,-0.190817,51.555008,POINT (-0.190817 51.555008),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
