Local Authority Asset Number,Street Name,Ward Name,Postcode,Description,Switch Regime,Wattage,Lamp Type,Column Type,Column Height,Heritage Status,Install Date,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Organisation URI,Last Uploaded
246598,ROCHESTER TERRACE,Kentish Town South,NW1 9JN,FRONT OF N 6,35/18,36,Generic LED Lighting,Lighting Column,500,No,31/12/2021,529164,184498,-0.138718,51.544607,POINT (-0.138718 51.544607),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
247113,PARKWAY,Regents Park,NW1 7PS,BY 121,35/18,110,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528651,183568,-0.146452,51.536366,POINT (-0.146452 51.536366),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
242367,HAMPSTEAD GATE,Frognal,NW3 6AL,3RD FROM FROGNAL,35/18,21,Generic LED Lighting,Lighting Column,500,No,31/12/2021,526152,185041,-0.181936,51.550168,POINT (-0.181936 51.550168),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
241098,FOOTPATH NORTH OF FORTUNE GREEN THROUGH CEMETERY TO 50 METRES NORTH OF CEMETRY ONLY,Fortune Green,NW6 1DR,INSIDE CEMETRY,35/18,13,Generic LED Lighting,Lighting Column,500,No,31/12/2021,524926,185615,-0.199405,51.555599,POINT (-0.199405 51.555599),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
242995,EAST HEATH ROAD,Hampstead Town,NW3 1EA,J/W HEATH ST,35/18,99,Cosmopolis,Lighting Column,800,No,,526321,186258,-0.179063,51.561067,POINT (-0.179063 51.561067),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
240861,MAYGROVE ROAD,Fortune Green,NW6 2EG,O/S GARAGE,35/18,50,Generic LED Lighting,Lighting Column,800,No,,524885,184756,-0.200301,51.547888,POINT (-0.200301 51.547888),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
241341,GRANNY DRIPPING STEPS (FOOTBRIDGE BETWEEN BROADURST GARDENS AND BLACKBURN ROAD),West Hampstead,NW3 6LT,ON RAIL BRIDGE,35/18,79,High Pressure Sodium,Lighting Column,300,No,,525689,184676,-0.188741,51.546991,POINT (-0.188741 51.546991),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
249963,MECKLENBURGH PLACE,Kings Cross,WC1N 1DN,CORNER OF ST,35/18,56,Generic LED Lighting,Lighting Column,800,No,24/11/2023,530599,182297,-0.118852,51.524497,POINT (-0.118852 51.524497),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
250062,TAVISTOCK PLACE,Kings Cross,WC1H 9RW,FRONT OF N 68,35/18,148,Generic LED Lighting,Lighting Column,1000,No,24/11/2023,530278,182475,-0.123411,51.526171,POINT (-0.123411 51.526171),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
249760,FLAXMAN TERRACE,Bloomsbury,WC1H 9AZ,"O/S PUB, J/W MABLEDON PL",35/18,42,Generic LED Lighting,Lighting Column,800,No,24/11/2023,529977,182653,-0.127682,51.52784,POINT (-0.127682 51.52784),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
240696,GONDAR GARDENS,Fortune Green,NW6 1HD,SIDE OF PINE MANSIONS,35/18,42,Generic LED Lighting,Lighting Column,600,No,31/12/2021,524728,185339,-0.202358,51.553162,POINT (-0.202358 51.553162),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
249994,PAKENHAM STREET,Kings Cross,WC1X 0LA,"OPP NO 1, J/W PHOENIX PLACE",35/18,29,Generic LED Lighting,Lighting Column,800,No,24/11/2023,530912,182424,-0.114296,51.525566,POINT (-0.114296 51.525566),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
244011,FELLOWS ROAD,Primrose Hill,NW3 3JG,O/S NO 100,35/18,29,Generic LED Lighting,Lighting Column,600,No,31/12/2021,527061,184357,-0.16908,51.543817,POINT (-0.16908 51.543817),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
253425,CHALK FARM ROAD,Camden Town,NW1 8AH,OPP 25,35/18,16,LED Street Lights,Uplighter,,,,528592,184227,-0.147062,51.542302,POINT (-0.147062 51.542302),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
247783,CANTELOWES ROAD,Camden Square,NW1 9XJ,OUTSIDE 4,35/18,86,Generic LED Lighting,Lighting Column,800,No,31/12/2021,529854,184505,-0.128771,51.544512,POINT (-0.128771 51.544512),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
248428,CAMLEY STREET,Kings Cross,NW1 0XL,OPP CROFTERS WAY,35/18,41,LED Street Lights,Lighting Column,800,No,,529708,183873,-0.131108,51.538866,POINT (-0.131108 51.538866),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
245018,ST ALBAN'S ROAD,Highgate,NW5 1RH,NEAR TC,35/18,56,Generic LED Lighting,Lighting Column,800,No,,528714,186490,-0.144476,51.562612,POINT (-0.144476 51.562612),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
250053,TAVISTOCK PLACE,Bloomsbury,WC1H 9RA,BY 2,35/18,148,Generic LED Lighting,Lighting Column,1000,No,24/11/2023,530002,182320,-0.127444,51.524842,POINT (-0.127444 51.524842),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
1450,ARGYLE STREET,Kings Cross,WC1H 8ET,JUNCT. WITH WHIDEBORNE ST,35/18,51,Generic LED Lighting,Lighting Column,800,No,31/10/2021,530286,182744,-0.123196,51.528587,POINT (-0.123196 51.528587),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
240738,HONEYBOURNE ROAD,West Hampstead,NW6 1JE,"S/O NO, 288A",35/18,50,Generic LED Lighting,Lighting Column,500,No,,525540,185251,-0.190683,51.552191,POINT (-0.190683 51.552191),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
242688,REDINGTON ROAD,Frognal,NW3 7RG,OPP 9,35/18,56,Generic LED Lighting,Lighting Column,500,No,31/12/2021,526007,185699,-0.183791,51.556114,POINT (-0.183791 51.556114),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
248075,ST PANCRAS WAY,Kentish Town South,NW1 9NG,OPP N 100,35/18,86,Generic LED Lighting,Lighting Column,800,No,31/12/2021,529200,184332,-0.13826,51.543107,POINT (-0.13826 51.543107),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
244148,KING'S COLLEGE ROAD,Primrose Hill,NW3 3ES,BEHIND NO 102 FELLOWS ROAD,35/18,150,Generic LED Lighting,Lighting Column,500,Yes,,527013,184383,-0.169762,51.544061,POINT (-0.169762 51.544061),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
244238,PRIMROSE HILL ROAD,Primrose Hill,NW8 7ED,FRONT OF AINGER RD,35/18,48,Generic LED Lighting,Lighting Column,1000,No,31/12/2021,527710,183977,-0.159864,51.540256,POINT (-0.159864 51.540256),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
247198,REGENT'S PARK ROAD,Haverstock,NW1 8BB,J/O HAVERSTOCK HILL L.H.S,35/18,42,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528178,184374,-0.152975,51.543717,POINT (-0.152975 51.543717),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
241632,HEMSTAL ROAD,West Hampstead,NW6 2AD,S/O NO. 39,35/18,29,Generic LED Lighting,Lighting Column,600,No,,525240,184387,-0.195315,51.544493,POINT (-0.195315 51.544493),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
246919,GLOUCESTER CRESCENT,Camden Town,NW1 7EG,O/S NO 51,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,31/12/2021,528621,183885,-0.146769,51.539222,POINT (-0.146769 51.539222),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
262895,SHAFTESBURY AVENUE,Holborn and Covent Garden,WC2H 8JR,OUTSIDE 204,35/18,178,Generic LED Lighting,Lighting Column,1000,No,27/02/2024,530086,181298,-0.126611,51.515638,POINT (-0.126611 51.515638),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
246586,ROCHESTER ROAD,Kentish Town South,NW1 9JH,FRONT OF N 16,35/18,104,LED Street Lights,Lighting Column,800,Yes,,529206,184530,-0.138101,51.544885,POINT (-0.138101 51.544885),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
251762,THEOBALD'S ROAD,Holborn and Covent Garden,WC1X 8RX,J/W BOSWELL STREET,35/18,110,Generic LED Lighting,Lighting Column,800,Yes,24/11/2023,530530,181759,-0.120045,51.519678,POINT (-0.120045 51.519678),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
245910,WEEDINGTON ROAD,Gospel Oak,NW5 4NU,O/S 248-272,35/18,39,Generic LED Lighting,Lighting Column,500,No,,528253,185220,-0.151586,51.551303,POINT (-0.151586 51.551303),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
241842,NETHERWOOD STREET,Kilburn,NW6 2JS,O/S 118,35/18,29,Generic LED Lighting,Lighting Column,800,No,,524852,184428,-0.200893,51.544948,POINT (-0.200893 51.544948),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
248804,PANCRAS ROAD,St Pancras and Somers Town,NW1 1UL,OUTSIDE 74,35/18,86,Generic LED Lighting,Lighting Column,1000,No,29/11/2023,529870,183317,-0.128979,51.533832,POINT (-0.128979 51.533832),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
247161,PRINCE ALBERT ROAD,Regents Park,NW1 4HA,OPP.5,35/18,104,LED Street Lights,Lighting Column,800,No,,528469,183636,-0.14905,51.537019,POINT (-0.14905 51.537019),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
250013,ROSEBERY AVENUE,Holborn and Covent Garden,EC1R 5EE,AT BACK OF CAVENDISH MANSIONS,35/18,152,Generic LED Lighting,Lighting Column,800,No,24/11/2023,531078,182043,-0.112046,51.522104,POINT (-0.112046 51.522104),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
250021,REGENT SQUARE,Kings Cross,WC1H 8HX,FRONT OF RODMELL HOUSE,35/18,51,Generic LED Lighting,Lighting Column,600,No,11/11/1999,530391,182585,-0.121742,51.527134,POINT (-0.121742 51.527134),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
250638,RIDGMOUNT STREET,Bloomsbury,WC1E 7AH,O/S NO 15 - 17,35/18,29,Generic LED Lighting,Lighting Column,800,No,24/11/2023,529719,181853,-0.131693,51.52071,POINT (-0.131693 51.52071),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
247862,GEORGIANA STREET,St Pancras and Somers Town,NW1 0EB,O/S 50,35/18,42,Generic LED Lighting,Lighting Column,600,No,31/12/2021,529266,183954,-0.137448,51.539695,POINT (-0.137448 51.539695),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
241546,GOLDHURST TERRACE,South Hampstead,NW6 3EP,O/S 247,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,,525821,184038,-0.187066,51.541228,POINT (-0.187066 51.541228),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
242230,FITZJOHN'S AVENUE,Belsize,NW3 5BA,OPP NO 3,35/18,56,Generic LED Lighting,Lighting Column,800,No,31/12/2021,526593,184660,-0.175716,51.546645,POINT (-0.175716 51.546645),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
248578,CROWNDALE ROAD,St Pancras and Somers Town,NW1 1TT,FRONT OF SHOP,35/18,56,Generic LED Lighting,Lighting Column,800,No,24/11/2023,529486,183484,-0.13445,51.535421,POINT (-0.13445 51.535421),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
250765,SOUTHAMPTON ROW,Bloomsbury,WC1B 4HP,OPP 154,35/18,116,Generic LED Lighting,Lighting Column,1000,No,10/02/2000,530244,181940,-0.124098,51.521371,POINT (-0.124098 51.521371),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
262869,GOWER STREET,Bloomsbury,WC1E 6BP,OUTSIDE UC HOSPITAL,35/18,51,Generic LED Lighting,Lighting Column,1000,No,06/02/2024,529489,182260,-0.134857,51.52442,POINT (-0.134857 51.52442),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
249277,MAPLE STREET,Bloomsbury,W1T 6HF,O/S NO 36-40,35/18,86,Generic LED Lighting,Lighting Column,800,No,24/11/2023,529197,181981,-0.139166,51.52198,POINT (-0.139166 51.52198),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
1215,PATSHULL ROAD,Kentish Town South,NW5 2JX,FRONT OF N 37A,35/18,86,Generic LED Lighting,Lighting Column,800,No,31/08/2021,529144,184784,-0.138902,51.547182,POINT (-0.138902 51.547182),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
244652,HIGHGATE HIGH STREET,Highgate,N6 5JX,OPP 80,35/18,56,Generic LED Lighting,Lighting Column,800,No,,528406,187400,-0.148585,51.57086,POINT (-0.148585 51.57086),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
248448,CAMLEY STREET,Camden Square,NW1 9RE,AT THE BLOCK END OF STREET,35/18,34,LED Street Lights,Lighting Column,600,No,,529659,184272,-0.131667,51.542463,POINT (-0.131667 51.542463),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
249411,UNIVERSITY STREET,Bloomsbury,WC1E 6HX,OPP UNIVERSITY COLLEGE HOSP (MIDDLE),35/18,56,Generic LED Lighting,Lighting Column,800,No,24/11/2023,529501,182182,-0.134713,51.523716,POINT (-0.134713 51.523716),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
244433,BURGHLEY ROAD,Kentish Town North,NW5 1AN,BY SCHOOL,35/18,86,Generic LED Lighting,Lighting Column,800,No,31/12/2021,529060,185860,-0.139718,51.556871,POINT (-0.139718 51.556871),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
241075,BLACK PATH,West Hampstead,NW6 1PN,BEHIND 149 SUMATRA ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,31/12/2021,525254,184864,-0.194944,51.548777,POINT (-0.194944 51.548777),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
246790,BEATTY STREET,Regents Park,NW1 7LL,OPP.1,35/18,21,Generic LED Lighting,Lighting Column,500,No,24/11/2023,529082,183396,-0.140304,51.534722,POINT (-0.140304 51.534722),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
249971,MOUNT PLEASANT,Holborn and Covent Garden,WC1X 0AN,O/S TOWER,35/18,42,Generic LED Lighting,Lighting Column,500,No,24/11/2023,531025,182089,-0.112792,51.52253,POINT (-0.112792 51.52253),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
250000,PHOENIX PLACE,,,60M FROM MOUNT PLEASANT,35/18,42,Generic LED Lighting,Lighting Column,800,No,24/11/2023,531016,182257,-0.11286,51.524041,POINT (-0.11286 51.524041),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
241524,GOLDHURST TERRACE,South Hampstead,NW6 3HU,O/S 14,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,,526284,184458,-0.180242,51.544899,POINT (-0.180242 51.544899),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
252990,FITZJOHN'S AVENUE,Belsize,NW3 5BY,AT J/W BELSIZE LANE,Continuous,15,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,01/11/2012,526593,184616,-0.175732,51.54625,POINT (-0.175732 51.54625),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
249416,UPPER WOBURN PLACE,Bloomsbury,NW1 2BA,BY CHURCH,35/18,152,Generic LED Lighting,Lighting Column,800,No,24/11/2023,529800,182549,-0.13027,51.526946,POINT (-0.13027 51.526946),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
247859,GEORGIANA STREET,St Pancras and Somers Town,NW1 0TA,JUNCT. COLLEGE ST,35/18,42,Generic LED Lighting,Lighting Column,600,No,31/12/2021,529321,183985,-0.136644,51.539961,POINT (-0.136644 51.539961),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
250274,BETTERTON STREET,Holborn and Covent Garden,WC2H 9BQ,FRONT OF N 34,35/18,56,Generic LED Lighting,Lighting Column,500,No,,530238,181195,-0.12446,51.514677,POINT (-0.12446 51.514677),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
246478,LEIGHTON ROAD,Kentish Town South,NW5 2RE,BY 146,35/18,42,Generic LED Lighting,Lighting Column,800,No,31/12/2021,529594,185183,-0.132269,51.550665,POINT (-0.132269 51.550665),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
245819,RYLAND ROAD,Kentish Town South,NW5 3LN,OPP NO 8,35/18,36,Generic LED Lighting,Lighting Column,500,No,31/12/2021,528670,184764,-0.145741,51.54711,POINT (-0.145741 51.54711),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
245359,CATHCART STREET,Kentish Town South,NW5 3BL,OPPOSITE 1-15,35/18,56,Generic LED Lighting,Lighting Column,500,No,31/12/2021,528733,184959,-0.144762,51.548849,POINT (-0.144762 51.548849),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
242015,WEST END LANE,West Hampstead,NW6 1LN,S/O NO. 304,35/18,102,Generic LED Lighting,Lighting Column,800,No,31/12/2021,525605,185300,-0.189729,51.552617,POINT (-0.189729 51.552617),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
241866,PRIORY ROAD,South Hampstead,NW6 3RU,O/S 78,35/18,29,Generic LED Lighting,Lighting Column,800,No,31/12/2021,525680,184483,-0.188939,51.545258,POINT (-0.188939 51.545258),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
240938,MINSTER ROAD,Fortune Green,NW2 3XJ,SIDE OF 70,35/18,42,Generic LED Lighting,Lighting Column,600,No,31/12/2021,524319,185122,-0.20833,51.551302,POINT (-0.20833 51.551302),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
